d_code;d_name;s_name;s_value
383;Sarcoidosis;Chest tightness;14
383;Sarcoidosis;Paresthesia;10
383;Sarcoidosis;Muscle pain;10
383;Sarcoidosis;Facial pain;10
384;Metastatic cancer;Fatigue;21
384;Metastatic cancer;Decreased appetite;9
384;Metastatic cancer;Focal weakness;4
384;Metastatic cancer;Neck mass;3
384;Metastatic cancer;Stomach bloating;3
384;Metastatic cancer;Leg cramps or spasms;2
384;Metastatic cancer;Unusual color or odor to urine;2
384;Metastatic cancer;Vaginal dryness;2
385;Trigger finger (finger disorder);Hand or finger pain;83
385;Trigger finger (finger disorder);Hand or finger stiffness or tightness;69
385;Trigger finger (finger disorder);Wrist pain;33
385;Trigger finger (finger disorder);Hand or finger cramps or spasms;19
385;Trigger finger (finger disorder);Hand or finger swelling;11
385;Trigger finger (finger disorder);Paresthesia;11
385;Trigger finger (finger disorder);Shoulder stiffness or tightness;6
385;Trigger finger (finger disorder);Bones are painful;6
385;Trigger finger (finger disorder);Bleeding from ear;6
385;Trigger finger (finger disorder);Muscle stiffness or tightness;6
385;Trigger finger (finger disorder);Back stiffness or tightness;6
385;Trigger finger (finger disorder);Skin on arm or hand looks infected;6
386;Stye;Pain in eye;74
386;Stye;Swollen eye;73
386;Stye;Eye redness;60
386;Stye;Eyelid swelling;56
386;Stye;Symptoms of eye;46
386;Stye;Mass on eyelid;35
386;Stye;Itchiness of eye;27
386;Stye;Eyelid lesion or rash;25
386;Stye;Abnormal appearing skin;19
386;Stye;Eye burns or stings;12
386;Stye;Skin swelling;9
386;Stye;Lacrimation;9
387;Hemochromatosis;Ache all over;28
387;Hemochromatosis;Abnormal appearing skin;16
387;Hemochromatosis;Pain in testicles;9
387;Hemochromatosis;Recent weight loss;9
387;Hemochromatosis;Joint pain;9
387;Hemochromatosis;Disturbance of memory;9
387;Hemochromatosis;Too little hair;9
387;Hemochromatosis;Drainage in throat;9
387;Hemochromatosis;Difficulty speaking;9
387;Hemochromatosis;Pelvic pain;9
387;Hemochromatosis;Bones are painful;9
388;Osteochondroma;Knee pain;48
388;Osteochondroma;Foot or toe pain;44
388;Osteochondroma;Skin growth;32
388;Osteochondroma;Shoulder pain;32
388;Osteochondroma;Abnormal appearing skin;26
388;Osteochondroma;Skin lesion;23
388;Osteochondroma;Pelvic pain;23
388;Osteochondroma;Hand or finger lump or mass;15
388;Osteochondroma;Itching of skin;15
388;Osteochondroma;Ankle pain;15
388;Osteochondroma;Lower abdominal pain;15
388;Osteochondroma;Lip swelling;11
389;Cushing syndrome;Decreased heart rate;34
389;Cushing syndrome;Weight gain;34
389;Cushing syndrome;Shoulder pain;34
389;Cushing syndrome;Nailbiting;2
389;Cushing syndrome;Elbow cramps or spasms;2
389;Cushing syndrome;Emotional symptoms;2
389;Cushing syndrome;Elbow weakness;2
389;Cushing syndrome;Muscle swelling;2
389;Cushing syndrome;Itching of scrotum;2
389;Cushing syndrome;Infrequent menstruation;2
389;Cushing syndrome;Low back weakness;2
389;Cushing syndrome;Bladder mass;2
390;Typhoid fever;Fever;100
390;Typhoid fever;Shoulder cramps or spasms;32
390;Typhoid fever;Excessive anger;32
390;Typhoid fever;Ankle pain;32
390;Typhoid fever;Wrist pain;32
390;Typhoid fever;Pain during pregnancy;32
390;Typhoid fever;Facial pain;32
390;Typhoid fever;Joint stiffness or tightness;32
390;Typhoid fever;Pain or soreness of breast;32
390;Typhoid fever;Knee lump or mass;32
390;Typhoid fever;Pain in eye;32
390;Typhoid fever;Fatigue;32
391;Vitreous degeneration;Spots or clouds in vision;85
391;Vitreous degeneration;Diminished vision;71
391;Vitreous degeneration;Symptoms of eye;34
391;Vitreous degeneration;Pain in eye;27
391;Vitreous degeneration;Lacrimation;24
391;Vitreous degeneration;Eye redness;15
391;Vitreous degeneration;Itchiness of eye;15
391;Vitreous degeneration;Blindness;12
391;Vitreous degeneration;Foreign body sensation in eye;12
391;Vitreous degeneration;Bleeding from eye;8
391;Vitreous degeneration;Double vision;8
391;Vitreous degeneration;Eye burns or stings;8
392;Atrophic skin condition;Skin growth;78
392;Atrophic skin condition;Wrinkles on skin;49
392;Atrophic skin condition;Abnormal appearing skin;39
392;Atrophic skin condition;Skin lesion;35
392;Atrophic skin condition;Skin moles;34
392;Atrophic skin condition;Skin swelling;19
392;Atrophic skin condition;Acne or pimples;17
392;Atrophic skin condition;Itching of skin;17
392;Atrophic skin condition;Warts;17
392;Atrophic skin condition;Skin irritation;15
392;Atrophic skin condition;Lip swelling;11
392;Atrophic skin condition;Too little hair;11
393;Aspergillosis;Sharp abdominal pain;77
393;Aspergillosis;Diminished hearing;77
393;Aspergillosis;Vomiting blood;77
393;Aspergillosis;Shortness of breath;77
393;Aspergillosis;Vulvar sore;11
393;Aspergillosis;Loss of sex drive;11
393;Aspergillosis;Knee lump or mass;11
393;Aspergillosis;Nailbiting;11
393;Aspergillosis;Excessive growth;11
393;Aspergillosis;Wrist weakness;11
393;Aspergillosis;Shoulder swelling;11
393;Aspergillosis;Neck cramps or spasms;11
394;Uterine atony;Spotting or bleeding during pregnancy;88
394;Uterine atony;Sharp abdominal pain;59
394;Uterine atony;Pain during pregnancy;53
394;Uterine atony;Intermenstrual bleeding;34
394;Uterine atony;Problems during pregnancy;28
394;Uterine atony;Lower abdominal pain;24
394;Uterine atony;Uterine contractions;16
394;Uterine atony;Blood in urine;11
394;Uterine atony;Infertility;6
394;Uterine atony;Back cramps or spasms;6
395;Trichinosis;Painful urination;84
395;Trichinosis;Sharp abdominal pain;84
395;Trichinosis;Skin rash;84
395;Trichinosis;Nasal congestion;84
395;Trichinosis;Pelvic pressure;14
395;Trichinosis;Vulvar sore;14
395;Trichinosis;Knee lump or mass;14
395;Trichinosis;Neck cramps or spasms;14
395;Trichinosis;Excessive growth;14
395;Trichinosis;Shoulder swelling;14
395;Trichinosis;Loss of sex drive;14
395;Trichinosis;Bedwetting;14
396;Whooping cough;Cough;98
396;Whooping cough;Fever;68
396;Whooping cough;Shortness of breath;68
396;Whooping cough;Vomiting;54
396;Whooping cough;Sore throat;43
396;Whooping cough;Sharp abdominal pain;43
396;Whooping cough;Nasal congestion;27
396;Whooping cough;Coryza;27
396;Whooping cough;Headache;27
396;Whooping cough;Irritable infant;27
396;Whooping cough;Difficulty in swallowing;27
396;Whooping cough;Sinus congestion;27
397;Pick disease;Pain in eye;91
397;Pick disease;Shoulder cramps or spasms;91
397;Pick disease;Facial pain;91
397;Pick disease;Ankle pain;91
397;Pick disease;Wrist pain;91
397;Pick disease;Pain during pregnancy;91
397;Pick disease;Excessive anger;91
397;Pick disease;Joint stiffness or tightness;91
397;Pick disease;Pain or soreness of breast;91
397;Pick disease;Knee lump or mass;91
397;Pick disease;Fatigue;91
397;Pick disease;Excessive urination at night;91
398;Open wound of the lip;Lip swelling;25
398;Open wound of the lip;Facial pain;19
398;Open wound of the lip;Mouth pain;11
398;Open wound of the lip;Dry lips;9
398;Open wound of the lip;Mouth ulcer;3
398;Open wound of the lip;Tongue pain;3
398;Open wound of the lip;Slurring words;3
398;Open wound of the lip;Bleeding gums;3
398;Open wound of the lip;Bleeding in mouth;3
399;Subacute thyroiditis;Problems during pregnancy;40
399;Subacute thyroiditis;Pain during pregnancy;29
399;Subacute thyroiditis;Uterine contractions;24
399;Subacute thyroiditis;Sweating;14
399;Subacute thyroiditis;Palpitations;14
399;Subacute thyroiditis;Heartburn;8
399;Subacute thyroiditis;Blood in stool;8
399;Subacute thyroiditis;Fluid retention;8
399;Subacute thyroiditis;Spotting or bleeding during pregnancy;8
399;Subacute thyroiditis;Pain of the anus;8
399;Subacute thyroiditis;Leg cramps or spasms;8
400;Oral mucosal lesion;Toothache;60
400;Oral mucosal lesion;Mouth pain;52
400;Oral mucosal lesion;Mouth ulcer;50
400;Oral mucosal lesion;Sore throat;48
400;Oral mucosal lesion;Tongue lesions;40
400;Oral mucosal lesion;Lip swelling;38
400;Oral mucosal lesion;Fever;34
400;Oral mucosal lesion;Gum pain;27
400;Oral mucosal lesion;Ear pain;25
400;Oral mucosal lesion;Cough;25
400;Oral mucosal lesion;Bleeding in mouth;25
400;Oral mucosal lesion;Facial pain;22
401;Open wound due to trauma;Skin on arm or hand looks infected;2
401;Open wound due to trauma;Wrist swelling;1
401;Open wound due to trauma;Shoulder stiffness or tightness;1
402;Intracerebral hemorrhage;Headache;63
402;Intracerebral hemorrhage;Dizziness;57
402;Intracerebral hemorrhage;Weakness;53
402;Intracerebral hemorrhage;Focal weakness;50
402;Intracerebral hemorrhage;Nausea;44
402;Intracerebral hemorrhage;Vomiting;37
402;Intracerebral hemorrhage;Depressive or psychotic symptoms;32
402;Intracerebral hemorrhage;Seizures;28
402;Intracerebral hemorrhage;Diminished vision;16
402;Intracerebral hemorrhage;Slurring words;16
402;Intracerebral hemorrhage;Problems with movement;16
402;Intracerebral hemorrhage;Blindness;9
403;Alzheimer disease;Disturbance of memory;73
403;Alzheimer disease;Depressive or psychotic symptoms;38
403;Alzheimer disease;Depression;32
403;Alzheimer disease;Problems with movement;15
403;Alzheimer disease;Hostile behavior;15
403;Alzheimer disease;Delusions or hallucinations;10
403;Alzheimer disease;Difficulty speaking;9
403;Alzheimer disease;Restlessness;4
403;Alzheimer disease;Irregular appearing scalp;4
403;Alzheimer disease;Fears and phobias;2
403;Alzheimer disease;Muscle cramps, contractures, or spasms;2
403;Alzheimer disease;Eye burns or stings;2
404;Vaginismus;Pain during intercourse;84
404;Vaginismus;Pelvic pain;52
404;Vaginismus;Vaginal pain;34
404;Vaginismus;Sharp abdominal pain;29
404;Vaginismus;Frequent urination;29
404;Vaginismus;Lower abdominal pain;23
404;Vaginismus;Vaginal dryness;17
404;Vaginismus;Vaginal discharge;17
404;Vaginismus;Suprapubic pain;17
404;Vaginismus;Painful menstruation;17
404;Vaginismus;Hot flashes;17
404;Vaginismus;Heavy menstrual flow;17
405;Systemic lupus erythematosis (SLE);Sharp chest pain;29
405;Systemic lupus erythematosis (SLE);Ache all over;26
405;Systemic lupus erythematosis (SLE);Joint pain;24
405;Systemic lupus erythematosis (SLE);Knee pain;24
405;Systemic lupus erythematosis (SLE);Leg swelling;8
405;Systemic lupus erythematosis (SLE);Muscle pain;8
405;Systemic lupus erythematosis (SLE);Joint swelling;4
405;Systemic lupus erythematosis (SLE);Focal weakness;4
405;Systemic lupus erythematosis (SLE);Bones are painful;4
405;Systemic lupus erythematosis (SLE);Absence of menstruation;2
405;Systemic lupus erythematosis (SLE);Too little hair;2
405;Systemic lupus erythematosis (SLE);Hand or finger stiffness or tightness;2
406;Premature ovarian failure;Infertility;82
406;Premature ovarian failure;Unpredictable menstruation;22
406;Premature ovarian failure;Absence of menstruation;22
406;Premature ovarian failure;Pelvic pain;18
406;Premature ovarian failure;Weight gain;13
406;Premature ovarian failure;Heavy menstrual flow;7
406;Premature ovarian failure;Hot flashes;7
406;Premature ovarian failure;Intermenstrual bleeding;7
406;Premature ovarian failure;Lack of growth;7
406;Premature ovarian failure;Dry or flaky scalp;7
406;Premature ovarian failure;Too little hair;7
406;Premature ovarian failure;Pain during intercourse;7
407;Thoracic outlet syndrome;Neck pain;68
407;Thoracic outlet syndrome;Arm pain;68
407;Thoracic outlet syndrome;Shoulder pain;54
407;Thoracic outlet syndrome;Loss of sensation;43
407;Thoracic outlet syndrome;Paresthesia;43
407;Thoracic outlet syndrome;Sharp chest pain;36
407;Thoracic outlet syndrome;Weakness;36
407;Thoracic outlet syndrome;Hand or finger weakness;36
407;Thoracic outlet syndrome;Back pain;27
407;Thoracic outlet syndrome;Hand or finger pain;27
407;Thoracic outlet syndrome;Shoulder weakness;16
407;Thoracic outlet syndrome;Decreased appetite;16
408;Ganglion cyst;Knee pain;62
408;Ganglion cyst;Leg pain;53
408;Ganglion cyst;Wrist pain;53
408;Ganglion cyst;Skin growth;45
408;Ganglion cyst;Wrist lump or mass;34
408;Ganglion cyst;Hand or finger lump or mass;33
408;Ganglion cyst;Hand or finger pain;31
408;Ganglion cyst;Foot or toe pain;25
408;Ganglion cyst;Knee lump or mass;15
408;Ganglion cyst;Leg swelling;15
408;Ganglion cyst;Knee swelling;13
408;Ganglion cyst;Wrist swelling;11
409;Dislocation of the knee;Knee pain;95
409;Dislocation of the knee;Shoulder pain;30
409;Dislocation of the knee;Knee swelling;30
409;Dislocation of the knee;Joint pain;18
409;Dislocation of the knee;Knee stiffness or tightness;18
410;Crohn disease;Sharp abdominal pain;74
410;Crohn disease;Diarrhea;42
410;Crohn disease;Vomiting;38
410;Crohn disease;Nausea;33
410;Crohn disease;Burning abdominal pain;20
410;Crohn disease;Blood in stool;17
410;Crohn disease;Rectal bleeding;15
410;Crohn disease;Pain of the anus;6
410;Crohn disease;Joint pain;6
410;Crohn disease;Stomach bloating;6
410;Crohn disease;Heartburn;6
410;Crohn disease;Regurgitation;4
411;Postoperative infection;Fever;40
411;Postoperative infection;Abnormal appearing skin;33
411;Postoperative infection;Sharp abdominal pain;27
411;Postoperative infection;Skin on leg or foot looks infected;14
411;Postoperative infection;Skin swelling;9
411;Postoperative infection;Fluid retention;9
411;Postoperative infection;Leg swelling;9
411;Postoperative infection;Skin on arm or hand looks infected;6
411;Postoperative infection;Jaw swelling;6
411;Postoperative infection;Recent pregnancy;6
411;Postoperative infection;Fluid in ear;6
411;Postoperative infection;Irregular belly button;6
412;Folate deficiency;Shortness of breath;48
412;Folate deficiency;Sharp chest pain;37
412;Folate deficiency;Sharp abdominal pain;31
412;Folate deficiency;Weakness;31
412;Folate deficiency;Difficulty breathing;23
412;Folate deficiency;Fatigue;23
412;Folate deficiency;Vomiting blood;13
412;Folate deficiency;Melena;13
412;Folate deficiency;Delusions or hallucinations;13
412;Folate deficiency;Joint pain;13
412;Folate deficiency;Problems during pregnancy;13
412;Folate deficiency;Increased heart rate;13
413;Fluid overload;Shortness of breath;84
413;Fluid overload;Peripheral edema;58
413;Fluid overload;Sharp abdominal pain;47
413;Fluid overload;Fluid retention;44
413;Fluid overload;Leg swelling;35
413;Fluid overload;Nausea;35
413;Fluid overload;Difficulty breathing;35
413;Fluid overload;Vomiting;30
413;Fluid overload;Weakness;30
413;Fluid overload;Cough;24
413;Fluid overload;Sharp chest pain;24
413;Fluid overload;Hand or finger swelling;18
414;Atrial flutter;Irregular heartbeat;70
414;Atrial flutter;Increased heart rate;50
414;Atrial flutter;Palpitations;48
414;Atrial flutter;Shortness of breath;38
414;Atrial flutter;Sharp chest pain;29
414;Atrial flutter;Difficulty breathing;29
414;Atrial flutter;Dizziness;29
414;Atrial flutter;Fatigue;29
414;Atrial flutter;Chest tightness;21
414;Atrial flutter;Frequent urination;12
414;Atrial flutter;Swollen lymph nodes;6
414;Atrial flutter;Feeling hot;6
415;Skin disorder;Skin lesion;75
415;Skin disorder;Abnormal appearing skin;44
415;Skin disorder;Skin rash;44
415;Skin disorder;Skin moles;26
415;Skin disorder;Skin growth;25
415;Skin disorder;Skin swelling;23
415;Skin disorder;Itching of skin;22
415;Skin disorder;Acne or pimples;17
415;Skin disorder;Skin dryness, peeling, scaliness, or roughness;14
415;Skin disorder;Irregular appearing scalp;12
415;Skin disorder;Warts;8
415;Skin disorder;Skin irritation;8
416;Floaters;Spots or clouds in vision;88
416;Floaters;Diminished vision;69
416;Floaters;Lacrimation;23
416;Floaters;Pain in eye;17
416;Floaters;Symptoms of eye;17
416;Floaters;Itchiness of eye;17
416;Floaters;Eye burns or stings;9
416;Floaters;Foreign body sensation in eye;9
417;Tooth disorder;Toothache;96
417;Tooth disorder;Facial pain;44
417;Tooth disorder;Gum pain;37
417;Tooth disorder;Ear pain;31
417;Tooth disorder;Headache;26
417;Tooth disorder;Mouth pain;22
417;Tooth disorder;Peripheral edema;22
417;Tooth disorder;Jaw swelling;13
417;Tooth disorder;Pain in gums;11
417;Tooth disorder;Bleeding gums;4
417;Tooth disorder;Mouth ulcer;3
417;Tooth disorder;Swollen lymph nodes;3
418;Heart attack;Sharp chest pain;90
418;Heart attack;Shortness of breath;56
418;Heart attack;Chest tightness;37
418;Heart attack;Nausea;25
418;Heart attack;Arm pain;20
418;Heart attack;Fainting;17
418;Heart attack;Sweating;10
418;Heart attack;Lower body pain;8
418;Heart attack;Heartburn;8
418;Heart attack;Irregular heartbeat;6
418;Heart attack;Burning chest pain;5
418;Heart attack;Increased heart rate;4
419;Open wound of the abdomen;Sharp abdominal pain;35
419;Open wound of the abdomen;Irregular belly button;11
419;Open wound of the abdomen;Sweating;6
419;Open wound of the abdomen;Swollen abdomen;6
419;Open wound of the abdomen;Blindness;6
420;Fracture of the leg;Hip pain;65
420;Fracture of the leg;Leg pain;56
420;Fracture of the leg;Knee pain;44
420;Fracture of the leg;Ankle pain;35
420;Fracture of the leg;Problems with movement;17
420;Fracture of the leg;Leg swelling;11
420;Fracture of the leg;Knee swelling;10
420;Fracture of the leg;Ankle swelling;7
420;Fracture of the leg;Leg stiffness or tightness;3
420;Fracture of the leg;Leg weakness;3
420;Fracture of the leg;Knee weakness;2
420;Fracture of the leg;Hip stiffness or tightness;2
421;Oral thrush (yeast infection);Fever;50
421;Oral thrush (yeast infection);Nasal congestion;44
421;Oral thrush (yeast infection);Cough;43
421;Oral thrush (yeast infection);Skin rash;39
421;Oral thrush (yeast infection);Sore throat;33
421;Oral thrush (yeast infection);Abnormal appearing tongue;32
421;Oral thrush (yeast infection);Irritable infant;32
421;Oral thrush (yeast infection);Mouth ulcer;29
421;Oral thrush (yeast infection);Diaper rash;28
421;Oral thrush (yeast infection);Constipation;28
421;Oral thrush (yeast infection);Tongue lesions;20
421;Oral thrush (yeast infection);Mouth pain;19
422;Pityriasis rosea;Skin rash;93
422;Pityriasis rosea;Itching of skin;67
422;Pityriasis rosea;Abnormal appearing skin;45
422;Pityriasis rosea;Skin swelling;24
422;Pityriasis rosea;Warts;19
422;Pityriasis rosea;Vaginal itching;7
422;Pityriasis rosea;Fears and phobias;7
422;Pityriasis rosea;Weight gain;7
422;Pityriasis rosea;Acne or pimples;7
422;Pityriasis rosea;Excessive appetite;7
422;Pityriasis rosea;Skin growth;7
422;Pityriasis rosea;Dry or flaky scalp;7
423;Allergy to animals;Nasal congestion;88
423;Allergy to animals;Allergic reaction;77
423;Allergy to animals;Itchiness of eye;67
423;Allergy to animals;Cough;67
423;Allergy to animals;Fever;49
423;Allergy to animals;Sore throat;49
423;Allergy to animals;Smoking problems;49
423;Allergy to animals;Acne or pimples;49
423;Allergy to animals;Peripheral edema;49
423;Allergy to animals;Abnormal appearing skin;49
423;Allergy to animals;Cross-eyed;4
423;Allergy to animals;Wrist weakness;4
424;Orthostatic hypotension;Dizziness;86
424;Orthostatic hypotension;Fainting;69
424;Orthostatic hypotension;Weakness;54
424;Orthostatic hypotension;Headache;40
424;Orthostatic hypotension;Sharp chest pain;24
424;Orthostatic hypotension;Feeling ill;21
424;Orthostatic hypotension;Fatigue;21
424;Orthostatic hypotension;Irregular heartbeat;16
424;Orthostatic hypotension;Increased heart rate;11
424;Orthostatic hypotension;Hurts to breath;11
424;Orthostatic hypotension;Abnormal involuntary movements;11
424;Orthostatic hypotension;Palpitations;11
425;Obstructive sleep apnea (OSA);Abnormal breathing sounds;83
425;Obstructive sleep apnea (OSA);Apnea;77
425;Obstructive sleep apnea (OSA);Sleepiness;76
425;Obstructive sleep apnea (OSA);Difficulty breathing;51
425;Obstructive sleep apnea (OSA);Fatigue;50
425;Obstructive sleep apnea (OSA);Insomnia;46
425;Obstructive sleep apnea (OSA);Shortness of breath;28
425;Obstructive sleep apnea (OSA);Abnormal involuntary movements;15
425;Obstructive sleep apnea (OSA);Weight gain;14
425;Obstructive sleep apnea (OSA);Difficulty in swallowing;13
425;Obstructive sleep apnea (OSA);Mouth dryness;5
425;Obstructive sleep apnea (OSA);Sweating;4
426;Hypokalemia;Vomiting;62
426;Hypokalemia;Nausea;58
426;Hypokalemia;Sharp abdominal pain;53
426;Hypokalemia;Dizziness;47
426;Hypokalemia;Sharp chest pain;47
426;Hypokalemia;Weakness;47
426;Hypokalemia;Diarrhea;45
426;Hypokalemia;Shortness of breath;33
426;Hypokalemia;Fainting;32
426;Hypokalemia;Fever;31
426;Hypokalemia;Headache;27
426;Hypokalemia;Loss of sensation;21
427;Psoriasis;Skin rash;64
427;Psoriasis;Itching of skin;38
427;Psoriasis;Skin dryness, peeling, scaliness, or roughness;26
427;Psoriasis;Skin lesion;24
427;Psoriasis;Abnormal appearing skin;22
427;Psoriasis;Itchy scalp;16
427;Psoriasis;Irregular appearing scalp;14
427;Psoriasis;Joint pain;13
427;Psoriasis;Skin moles;10
427;Psoriasis;Skin growth;9
427;Psoriasis;Skin swelling;7
427;Psoriasis;Acne or pimples;7
428;Dislocation of the shoulder;Shoulder pain;91
428;Dislocation of the shoulder;Arm pain;32
428;Dislocation of the shoulder;Wrist pain;11
428;Dislocation of the shoulder;Shoulder stiffness or tightness;7
428;Dislocation of the shoulder;Arm stiffness or tightness;7
428;Dislocation of the shoulder;Arm swelling;5
428;Dislocation of the shoulder;Redness in or around nose;3
428;Dislocation of the shoulder;Neck mass;3
428;Dislocation of the shoulder;Leg weakness;3
428;Dislocation of the shoulder;Shoulder lump or mass;3
429;Intussusception;Sharp abdominal pain;85
429;Intussusception;Vomiting;51
429;Intussusception;Diarrhea;51
429;Intussusception;Regurgitation;51
429;Intussusception;Constipation;51
429;Intussusception;Upper abdominal pain;51
429;Intussusception;Blood in stool;51
429;Intussusception;Nausea;51
429;Intussusception;Cross-eyed;4
429;Intussusception;Itchy eyelid;4
429;Intussusception;Excessive growth;4
429;Intussusception;Emotional symptoms;4
430;Cervicitis;Sharp abdominal pain;73
430;Cervicitis;Vaginal discharge;70
430;Cervicitis;Pelvic pain;46
430;Cervicitis;Painful urination;41
430;Cervicitis;Lower abdominal pain;41
430;Cervicitis;Burning abdominal pain;27
430;Cervicitis;Nausea;27
430;Cervicitis;Vaginal itching;24
430;Cervicitis;Vaginal pain;24
430;Cervicitis;Cramps and spasms;17
430;Cervicitis;Pain during pregnancy;17
430;Cervicitis;Suprapubic pain;13
431;Abscess of the pharynx;Sore throat;83
431;Abscess of the pharynx;Fever;69
431;Abscess of the pharynx;Nasal congestion;58
431;Abscess of the pharynx;Cough;51
431;Abscess of the pharynx;Difficulty in swallowing;48
431;Abscess of the pharynx;Ear pain;34
431;Abscess of the pharynx;Headache;34
431;Abscess of the pharynx;Sharp chest pain;27
431;Abscess of the pharynx;Coughing up sputum;27
431;Abscess of the pharynx;Allergic reaction;27
431;Abscess of the pharynx;Feeling ill;20
431;Abscess of the pharynx;Throat swelling;20
432;Primary thrombocythemia;Dizziness;28
432;Primary thrombocythemia;Fatigue;21
432;Primary thrombocythemia;Sweating;12
432;Primary thrombocythemia;Flatulence;12
432;Primary thrombocythemia;Rectal bleeding;12
432;Primary thrombocythemia;Fluid retention;12
432;Primary thrombocythemia;Pain of the anus;12
432;Primary thrombocythemia;Joint pain;12
432;Primary thrombocythemia;Muscle pain;12
432;Primary thrombocythemia;Frequent urination;12
432;Primary thrombocythemia;Abusing alcohol;12
432;Primary thrombocythemia;Symptoms of eye;12
433;Arthritis of the hip;Hip pain;93
433;Arthritis of the hip;Leg pain;56
433;Arthritis of the hip;Low back pain;43
433;Arthritis of the hip;Back pain;41
433;Arthritis of the hip;Knee pain;37
433;Arthritis of the hip;Ache all over;24
433;Arthritis of the hip;Groin pain;20
433;Arthritis of the hip;Lower body pain;14
433;Arthritis of the hip;Problems with movement;13
433;Arthritis of the hip;Pelvic pain;10
433;Arthritis of the hip;Joint pain;9
433;Arthritis of the hip;Hip stiffness or tightness;3
434;Decubitus ulcer;Skin lesion;78
434;Decubitus ulcer;Difficulty speaking;11
434;Decubitus ulcer;Skin on leg or foot looks infected;6
434;Decubitus ulcer;Skin pain;1
434;Decubitus ulcer;Incontinence of stool;1
434;Decubitus ulcer;Penis redness;1
434;Decubitus ulcer;Disturbance of smell or taste;1
435;Hypernatremia;Weakness;64
435;Hypernatremia;Difficulty breathing;53
435;Hypernatremia;Fever;45
435;Hypernatremia;Fluid retention;45
435;Hypernatremia;Depressive or psychotic symptoms;35
435;Hypernatremia;Vomiting;35
435;Hypernatremia;Shortness of breath;35
435;Hypernatremia;Ache all over;35
435;Hypernatremia;Apnea;21
435;Hypernatremia;Heavy menstrual flow;21
435;Hypernatremia;Problems with movement;21
435;Hypernatremia;Fainting;21
436;Sensorineural hearing loss;Diminished hearing;90
436;Sensorineural hearing loss;Plugged feeling in ear;57
436;Sensorineural hearing loss;Ringing in ear;49
436;Sensorineural hearing loss;Dizziness;48
436;Sensorineural hearing loss;Ear pain;39
436;Sensorineural hearing loss;Nasal congestion;25
436;Sensorineural hearing loss;Fluid in ear;13
436;Sensorineural hearing loss;Hoarse voice;11
436;Sensorineural hearing loss;Redness in ear;11
436;Sensorineural hearing loss;Itchy ear(s);9
436;Sensorineural hearing loss;Throat feels tight;4
436;Sensorineural hearing loss;Neck mass;4
437;Chronic ulcer;Skin lesion;83
437;Chronic ulcer;Skin on leg or foot looks infected;7
437;Chronic ulcer;Skin pain;1
438;Osteoporosis;Back pain;36
438;Osteoporosis;Hip pain;20
438;Osteoporosis;Joint pain;15
438;Osteoporosis;Bones are painful;10
438;Osteoporosis;Disturbance of memory;7
438;Osteoporosis;Muscle cramps, contractures, or spasms;5
438;Osteoporosis;Stomach bloating;4
438;Osteoporosis;Leg cramps or spasms;2
438;Osteoporosis;Low back stiffness or tightness;2
438;Osteoporosis;Melena;2
438;Osteoporosis;Excessive urination at night;2
438;Osteoporosis;Early or late onset of menopause;1
439;Ileus;Sharp abdominal pain;88
439;Ileus;Vomiting;77
439;Ileus;Nausea;70
439;Ileus;Diarrhea;64
439;Ileus;Constipation;57
439;Ileus;Burning abdominal pain;33
439;Ileus;Stomach bloating;27
439;Ileus;Headache;27
439;Ileus;Side pain;20
439;Ileus;Lower abdominal pain;20
439;Ileus;Upper abdominal pain;20
439;Ileus;Pain of the anus;11
440;Sickle cell crisis;Ache all over;73
440;Sickle cell crisis;Leg pain;71
440;Sickle cell crisis;Back pain;68
440;Sickle cell crisis;Sharp chest pain;54
440;Sickle cell crisis;Arm pain;49
440;Sickle cell crisis;Hip pain;38
440;Sickle cell crisis;Low back pain;33
440;Sickle cell crisis;Sharp abdominal pain;31
440;Sickle cell crisis;Knee pain;28
440;Sickle cell crisis;Fever;25
440;Sickle cell crisis;Vomiting;25
440;Sickle cell crisis;Burning abdominal pain;18
441;Urethritis;Painful urination;83
441;Urethritis;Penile discharge;74
441;Urethritis;Frequent urination;39
441;Urethritis;Sharp abdominal pain;37
441;Urethritis;Blood in urine;34
441;Urethritis;Penis pain;32
441;Urethritis;Retention of urine;30
441;Urethritis;Pain in testicles;27
441;Urethritis;Suprapubic pain;27
441;Urethritis;Pelvic pain;12
441;Urethritis;Vaginal itching;12
441;Urethritis;Itching of skin;12
442;Prostatitis;Painful urination;58
442;Prostatitis;Frequent urination;52
442;Prostatitis;Retention of urine;41
442;Prostatitis;Pain in testicles;41
442;Prostatitis;Blood in urine;37
442;Prostatitis;Symptoms of prostate;34
442;Prostatitis;Sharp abdominal pain;34
442;Prostatitis;Fever;32
442;Prostatitis;Back pain;30
442;Prostatitis;Impotence;26
442;Prostatitis;Lower abdominal pain;22
442;Prostatitis;Chills;20
443;Otitis externa (swimmer's ear);Ear pain;94
443;Otitis externa (swimmer's ear);Fluid in ear;38
443;Otitis externa (swimmer's ear);Redness in ear;36
443;Otitis externa (swimmer's ear);Plugged feeling in ear;34
443;Otitis externa (swimmer's ear);Fever;32
443;Otitis externa (swimmer's ear);Sore throat;31
443;Otitis externa (swimmer's ear);Cough;28
443;Otitis externa (swimmer's ear);Diminished hearing;27
443;Otitis externa (swimmer's ear);Facial pain;17
